address,price,details
"92 Teal Crest Cir, Brampton, ON L6X 2Z4","C$829,900",3 bds4 ba- Townhouse for sale
"60 Via Rosedale Way #304, Brampton, ON L6R 3X6","C$499,000",2 bds1 ba- Condo for sale
"15 Mcgraw Ave, Brampton, ON L6X 3M1","C$849,900",4 bds3 ba- House for sale
"20 Heathcliffe Sq #51, Brampton, ON L6S 5P8","C$648,900",4 bds3 ba- Condo for sale
"80 Dewridge Ct, Brampton, ON L6R 3C1","C$885,000",3 bds3 ba- House for sale
"43 Lacorra Way, Brampton, ON L6R 3P2","C$779,000",2 bds4 ba- Condo for sale
"38 Noble Oaks Rd, Brampton, ON L6Y 2Z6","C$1,399,000",4 bds5 ba- House for sale
"34 Fleetwood Cres UNIT 63, Brampton, ON L6T 2E5","C$620,000",3 bds3 ba- Townhouse for sale
"47 Elwin Rd, Brampton, ON L6X 5J7","C$1,299,000",4 bds3 ba- House for sale
"43 Amboise Cres, Brampton, ON L7A 3H2","C$937,900",2 bds3 ba- House for sale
"8 Binsell Ave, Brampton, ON L6V 1W1","C$799,999",4 bds2 ba- House for sale
"148 Tiller Trl, Brampton, ON L6X 4S8","C$949,990",3 bds4 ba- House for sale
"5 Anatolia St, Brampton, ON L6P 4L3","C$2,699,900",5 bds6 ba- House for sale
"22 Foxacre Row, Brampton, ON L6V 3P5","C$749,000",5 bds4 ba- House for sale
"17 Crescent Hill Dr S, Brampton, ON L6S 2P4","C$1,949,900",4 bds4 ba- House for sale
"105 Hansen Rd #10, Brampton, ON L6V 3C9","C$599,999",3 bds1 ba- Townhouse for sale
"138 Agava St, Brampton, ON L7A 4S1","C$859,000",3 bds3 ba- Townhouse for sale
"26 Sahara Trl, Brampton, ON L6R 1P3","C$1,079,000",4 bds4 ba- House for sale
"43 Lacorra Way #31, Brampton, ON L6R 3P2","C$779,000",2 bds4 ba- Townhouse for sale
"380 Conservation Dr, Brampton, ON L6Z 0B9","C$1,279,000",4 bds2 ba- House for sale
"68 Atkins Cir, Brampton, ON L6X 4B5","C$899,000",3 bds4 ba- House for sale
"20 Mancroft Cres, Brampton, ON L6S 2V4","C$1,050,000",4 bds3 ba- House for sale
"458 Brisdale Dr, Brampton, ON L7A 4J4","C$1,399,000",6 bds5 ba- House for sale
"59 Metzak Dr, Brampton, ON L6Z 4N4","C$979,000",5 bds4 ba- House for sale
"44 Fresnel Rd, Brampton, ON L7A 4Z2","C$859,900",3 bds3 ba- Townhouse for sale
"9 Faye St #30, Brampton, ON L6P 4M9","C$948,888",3 bds4 ba- Townhouse for sale
"1 Hunters Cv, Brampton, ON L6S 1S3","C$789,000",4 bds3 ba- House for sale
"26 Village Ct, Brampton, ON L6W 1A6","C$599,999",3 bds2 ba- Condo for sale
"46 Dearbourne Blvd #44, Brampton, ON L6T 1J7","C$599,999",3 bds2 ba- Condo for sale
"44 Fieldview Dr, Brampton, ON L6P 2X9","C$2,311,000",5 bds8 ba- House for sale
"33 Marysfield Dr, Brampton, ON L6P 0J2","C$1,999,913",3 bds3 ba- House for sale
"1 Fletchers Creek Blvd, Brampton, ON L6X 4R7","C$1,249,000",4 bds5 ba- House for sale
"60 Studebaker Trl, Brampton, ON L7A 3A5","C$849,900",5 bds3 ba- House for sale
"456 Remembrance Rd, Brampton, ON L7A 5E1","C$999,990",3 bds4 ba- Townhouse for sale
"26 Village Ct #13, Brampton, ON L6W 1A6","C$599,999",3 bds2 ba- Townhouse for sale
"23 Hawtrey Rd, Brampton, ON L7A 4X9","C$1,674,813",5 bds5 ba- House for sale
"1 Newdale Pl, Brampton, ON L6S 5Z2","C$1,249,000",6 bds4 ba- House for sale
"6 Thorson Gate, Brampton, ON L6V 3W9","C$899,000",3 bds3 ba- House for sale
"66 Nuffield St, Brampton, ON L6S 5Y8","C$999,000",4 bds4 ba- House for sale
"11 Topiary Ln, Brampton, ON L7A 2K6","C$799,000",3 bds4 ba- House for sale
"19 Noble Oaks Rd, Brampton, ON L6Y 2Z6","C$1,649,700",4 bds5 ba- House for sale
"3 Faye St, Brampton, ON L6P 4M9","C$949,900",4 bds4 ba- Townhouse for sale
"25 Bansbury Cir, Brampton, ON L6P 4H5","C$1,749,000",8 bds6 ba- House for sale
"42 Peace Valley Cres, Brampton, ON L6R 1G3","C$799,000",4 bds4 ba- House for sale
"20 Dragon Tree Cres, Brampton, ON L6R 2P6","C$1,249,000",7 bds5 ba- House for sale
"51 Cassander Cres, Brampton, ON L6Z 1Z5","C$917,000",3 bds3 ba- House for sale
"151 Pressed Brick Dr, Brampton, ON L6V 4K6","C$789,011",3 bds4 ba- Townhouse for sale
"40 Cavendish Cres, Brampton, ON L6T 1Z4","C$850,000",3 bds3 ba- House for sale
"12 Links Ln, Brampton, ON L6Y 5G9","C$2,499,000",4 bds5 ba- House for sale
"9 Natural Ter, Brampton, ON L6Y 6A5","C$2,289,000",4 bds6 ba- House for sale
"65 Yorkland Blvd #701, Brampton, ON L6P 4M5","C$559,900",2 bds2 ba- Condo for sale
"241 Queen Mary Dr, Brampton, ON L7A 3L3","C$1,199,000",6 bds4 ba- House for sale
"52 Brunswick St, Brampton, ON L6X 4Z9","C$999,900",5 bds4 ba- House for sale
"134 Canada Goose Blvd, Brampton, ON L6R 2B1","C$1,100,000",4 bds3 ba- House for sale
"900 Central Park Dr #66, Brampton, ON L6S 3J6","C$599,900",3 bds1 ba- House for sale
"4 Miami Grv, Brampton, ON L6Z 0H7","C$824,900",4 bds3 ba- Townhouse for sale
"94 Black Oak Dr, Brampton, ON L6R 1B8","C$899,900",3 bds4 ba- House for sale
"32 Black Bear Trl, Brampton, ON L6Y 5L4","C$1,749,900",5 bds6 ba- House for sale
"8 Laurier Ct, Brampton, ON L6Z 1J5","C$679,900",3 bds2 ba- Townhouse for sale
"8 Lisa St #1201, Brampton, ON L6T 4S6","C$544,000",2 bds2 ba- Condo for sale
"45 Kempenfelt Trl, Brampton, ON L7A 0Z7","C$899,000",4 bds3 ba- Townhouse for sale
"42 Haverstock Cres, Brampton, ON L7A 4E1","C$1,599,999",4 bds5 ba- House for sale
"3 Princess Valley Cres, Brampton, ON L6P 2B8","C$1,699,000",4 bds5 ba- House for sale
"56 Woolridge Ct, Brampton, ON L6Y 3V7","C$999,000",5 bds4 ba- House for sale
"52 Whitewash Way, Brampton, ON L6X 4V4","C$1,399,000",4 bds4 ba- House for sale
"10 Gold Pine Ct, Brampton, ON L6S 2K6","C$699,900",3 bds2 ba- Townhouse for sale
"200 Malta Ave #TOWNHOUSE, Brampton, ON L6Y 6H8","C$775,000",4 bds3 ba- Condo for sale
"139 Greene Dr, Brampton, ON L6V 2P2","C$720,000",3 bds3 ba- Townhouse for sale
"13 Shiff Cres, Brampton, ON L6Z 0H5","C$699,000",3 bds3 ba- Townhouse for sale
"LOT 11 Street #A, Brampton, ON L6P 2J9","C$2,059,990",4 bds4 ba- House for sale
"48 Beacon Hill Dr, Brampton, ON L6X 0V7","C$2,500,000",3 bds3 ba- House for sale
"23 Garrison Sq, Brampton, ON L6S 2H3","C$789,000",4 bds2 ba- House for sale
"12 Hindquarter Ct, Brampton, ON L6S 2C3","C$729,900",4 bds2 ba- House for sale
"176 Church St E, Brampton, ON L6V 1H1","C$999,000",3 bds3 ba- House for sale
"49 Campwood Cres, Brampton, ON L6P 3S6","C$969,900",3 bds3 ba- House for sale
"27 Gower Cres, Brampton, ON L6R 0Y1","C$949,900",4 bds4 ba- House for sale
"330 Mill St S #105, Brampton, ON L6Y 3V3","C$459,900",1 bd2 ba- Condo for sale
"64 Leeward Dr, Brampton, ON L6S 5V8","C$999,000",3 bds3 ba- House for sale
"14 Lost Canyon Way, Brampton, ON L6X 3A5","C$1,799,900",4 bds4 ba- House for sale
"17 Buster Dr, Brampton, ON L6Y 5R2","C$1,350,000",4 bds5 ba- House for sale
"30 Truffle Ct, Brampton, ON L7A 5A6","C$974,900",4 bds3 ba- House for sale
"24 Kindle Ct, Brampton, ON L6Z 1B2","C$795,000",4 bds2 ba- House for sale
"100 Starhill Cres, Brampton, ON L6R 2P8","C$839,900",3 bds4 ba- House for sale
"13 Fawson Cove Way, Brampton, ON L6R 0G7","C$799,000",3 bds3 ba- House for sale
"6 Chinzan Way, Brampton, ON L6X 0X3","C$1,699,990",4 bds6 ba- House for sale
"4 Lisa St #1005, Brampton, ON L6T 4B6","C$495,000",3 bds2 ba- Condo for sale
"20 Sewells Ln, Brampton, ON L7A 3A1","C$849,999",3 bds4 ba- House for sale
"45 Hansen Rd N #99, Brampton, ON L6V 3C5","C$589,000",3 bds3 ba- Condo for sale
"269 Bartley Bull Pkwy, Brampton, ON L6W 2L2","C$979,999",4 bds2 ba- House for sale
"33 Mclaughlin Rd N, Brampton, ON L6X 1Y8","C$879,000",3 bds3 ba- House for sale
"7 Accent Cir, Brampton, ON L7A 0L2","C$1,299,900",4 bds5 ba- House for sale
"4 Donlamont Cir, Brampton, ON L7A 4T5","C$880,000",4 bds3 ba- Townhouse for sale
"37 Averill Rd, Brampton, ON L7A 5A7","C$1,249,900",5 bds4 ba- House for sale
"146 Williamson Dr, Brampton, ON L7A 3T9","C$919,000",3 bds3 ba- House for sale
"4 Lisa St #1210, Brampton, ON L6T 4B6","C$439,900",2 bds1 ba- Condo for sale
"7 Clute Springs Ct, Brampton, ON L6Y 2A5","C$1,599,900",5 bds5 ba- House for sale
"13 Cornwall Rd, Brampton, ON L6W 1M8","C$799,000",3 bds2 ba- House for sale
"40 Michelangelo Blvd, Brampton, ON L6P 0H2","C$2,499,900","6 bds1 ba3,800 sqft- House for sale"
"152 Cookview Dr, Brampton, ON L6R 3V1","C$1,599,000",6 bds5 ba- House for sale
"14 Arizona Dr, Brampton, ON L6Y 0R6","C$409,900",4 bds4 ba- Townhouse for sale
"46 Dearbourne Blvd #21, Brampton, ON L6T 1J7","C$544,999",Studio-- ba- Condo for sale
"8351 Mclaughlin Rd #216, Brampton, ON L6Y 4H8","C$425,000",2 bds2 ba- Condo for sale
"1 Bettey Rd, Brampton, ON L6P 1S9","C$1,379,000",8 bds5 ba- House for sale
"15 Tinsmith St, Brampton, ON L7A 1N3","C$684,900",3 bds1 ba700 sqft- House for sale
"7399 Mayfield Rd, Brampton, ON L6P 0H7","C$2,000,000",5 bds2 ba- House for sale
"53 Michelangelo Blvd, Brampton, ON L6P 0H1","C$2,874,000","14 bds1 ba10,267 sqft- House for sale"
"24 Padbury Trl, Brampton, ON L7A 4V2","C$1,249,000","5 bds1 ba3,433 sqft- House for sale"
"45 Yorkland Blvd #905, Brampton, ON L6P 4B4","C$489,900",2 bds1 ba- Condo for sale
"74 Volner Rd, Brampton, ON L7A 4P3","C$649,900",4 bds3 ba- Townhouse for sale
"62 Corby Cres, Brampton, ON L6Y 1H1","C$569,900","4 bds2 ba1,488 sqft- House for sale"
"27 Bonsai Ln, Brampton, ON L7A 0T9","C$799,000",3 bds3 ba- House for sale
"4 Backwater Trl LOT 383, Brampton, ON L7A 5B9","C$620,000","2 bds2 ba1,310 sqft- House for sale"
"33 Manitou Cres, Brampton, ON L6S 2Z6","C$735,000",Studio3 ba- House for sale
"38 Estateview Cir, Brampton, ON L6P 0R6","C$2,745,000",Studio-- ba- House for sale
"8 Rangemore Rd, Brampton, ON L7A 4V8","C$760,000",3 bds3 ba- House for sale
"2 Leo Austin Rd, Brampton, ON L6P 4C2","C$1,499,000",4 bds4 ba- House for sale
"75 Sweetwood Cir, Brampton, ON L7A 2S2","C$689,000",Studio-- ba- House for sale
"111 Seaside Cir, Brampton, ON L6R 2G9","C$474,900",3 bds-- ba- House for sale
"Hindquarter Ct, Brampton, ON L6S 2C2","C$280,000",4 bds2 ba- House for sale
"36 Matthew Harrison St, Brampton, ON L6P 3H3","C$729,000",4 bds3 ba- House for sale
"7 Milford Cres, Brampton, ON L6S 3E3","C$569,900",5 bds4 ba- House for sale
"159 Brisdale Dr, Brampton, ON L7A 2Y8","C$529,900",4 bds4 ba- House for sale
"21 Eagle Plain Dr, Brampton, ON L6R 3M6","C$1,199,000",3 bds4 ba- House for sale
"36 Forestgrove Cir, Brampton, ON L6Z 4T4","C$949,000",3 bds4 ba- House for sale
"18 Pepperbush Rd, Brampton, ON L6P 2L2","C$1,299,900",4 bds5 ba- House for sale
"LOT 174 Benhurst Cres, Brampton, ON L7A 5A5","C$1,010,000",4 bds3 ba- Townhouse for sale
"53 Wynview St, Brampton, ON L6P 3N3","C$999,000",6 bds4 ba- House for sale
"128 Simmons Blvd, Brampton, ON L6V 3V6","C$779,900",3 bds3 ba- House for sale
"57 Elwin Rd, Brampton, ON L6X 5J7","C$1,049,000",4 bds6 ba- House for sale
"45 Kingswood Dr, Brampton, ON L6V 2X5","C$749,900",4 bds1 ba- Townhouse for sale
"3 Dalbeattie Dr, Brampton, ON L6Y 6H3","C$799,000","4 bds3 ba1,822 sqft- Townhouse for sale"
"43 Kempenfelt Trl, Brampton, ON L7A 0Z7","C$839,900",3 bds4 ba- Townhouse for sale
"4 Sedgegrass Way, Brampton, ON L6R 3C8","C$1,043,000",3 bds4 ba- House for sale
"86 Charleswood Cir, Brampton, ON L7A 1Z1","C$849,900",3 bds4 ba- House for sale
"99 Aloma Cres, Brampton, ON L6T 2N8","C$799,900",5 bds3 ba- House for sale
"28 Bonavista Dr, Brampton, ON L6X 0N2","C$1,279,903",4 bds4 ba- House for sale
"71 Newlyn Cres, Brampton, ON L6V 3A9","C$799,900",5 bds3 ba- House for sale
"182 Sunny Meadow Blvd, Brampton, ON L6R 2Z2","C$1,199,000",4 bds4 ba- House for sale
"24 Black Forest Dr, Brampton, ON L6R 2M8","C$1,050,000",3 bds4 ba- House for sale
"221 Murray St, Brampton, ON L6X 3L8","C$849,000",3 bds3 ba- House for sale
"50 Sky Harbour Dr #406, Brampton, ON L6Y 6B8","C$549,000",3 bds2 ba- Condo for sale
"9 Dalton Pl, Brampton, ON L6T 1N6","C$719,999",4 bds2 ba- House for sale
"53 Royal Orchard Dr, Brampton, ON L6X 4M6","C$788,999",2 bds2 ba- House for sale
"12 Norfolk Ave, Brampton, ON L6X 2B5","C$879,900",6 bds4 ba- House for sale
"16 Polstar Rd, Brampton, ON L7A 4H1","C$1,249,000",4 bds4 ba- House for sale
"65 Yorkland Blvd N #605, Brampton, ON L6P 4M5","C$499,999",2 bds2 ba- Condo for sale
"33 Baby Pointe Trl, Brampton, ON L7A 0W3","C$929,900",4 bds3 ba- House for sale
"8 Dayspring Cir #1422, Brampton, ON L6P 2Z7","C$510,000",3 bds2 ba- Condo for sale
"31 Colleyville St, Brampton, ON L7A 1G8","C$999,997","4 bds4 ba2,109 sqft- House for sale"
"25 Flamingo Cres, Brampton, ON L6T 2G4","C$799,000","5 bds3 ba1,100 sqft- House for sale"
"34 Reeve Rd, Brampton, ON L6X 2M7","C$829,600",4 bds2 ba- House for sale
"52 Lisson Cres, Brampton, ON L6X 5H9","C$1,699,000",7 bds7 ba- House for sale
"5 Dunure Cres, Brampton, ON L7A 2Y5","C$799,900",4 bds4 ba- House for sale
"9 George St N #2206, Brampton, ON L6X 0T6","C$565,000",2 bds2 ba- Condo for sale
"12 Rodwell Ct, Brampton, ON L6Y 4G7","C$999,999",3 bds4 ba- House for sale
"74 Majestic Cres, Brampton, ON L6S 3N2","C$849,900",3 bds2 ba- House for sale
"50 Sky Harbour Dr #418, Brampton, ON L6Y 6B8","C$569,000",2 bds2 ba- Condo for sale
"8351 Mclaughlin Rd S #136, Brampton, ON L6Y 4H8","C$405,000",1 bd1 ba- Condo for sale
"20 Trailhead Cres, Brampton, ON L6R 3H3","C$1,399,900",4 bds6 ba- House for sale
"51 Stirrup Ct, Brampton, ON L6X 5A2","C$799,900",5 bds4 ba- Townhouse for sale
"10 Truro Cir, Brampton, ON L7A 4E4","C$1,049,990",4 bds3 ba- House for sale
"45 Ravenscliffe Ct, Brampton, ON L6X 4N8","C$890,000",3 bds4 ba- House for sale
"20 Dragon Tree Cres, Brampton, ON L6R 2P6","C$1,349,000",7 bds5 ba- House for sale
"13 Mount Ranier Cres, Brampton, ON L6R 2K8","C$799,000",3 bds2 ba- House for sale
"10699 Clarkway Dr, Brampton, ON L6P 0W2","C$1,799,000",4 bds2 ba- House for sale
"128 Simmons Blvd, Brampton, ON L6V 3V6","C$779,900",4 bds3 ba- House for sale
"1 Beecroft Ct, Whitby, ON L1P 1C7","C$699,000",3 bds2 ba- House for sale
"37 Waller St, Whitby, ON L1R 1Z8","C$899,900",4 bds4 ba- House for sale
"32 Winston Cres, Whitby, ON L1N 6Y1","C$699,000",3 bds2 ba- House for sale
"53 Westfield Dr, Whitby, ON L1P 0E8","C$1,399,900",5 bds4 ba- House for sale
"31 Lake Ridge Rd S, Whitby, ON L1P 1Y9","C$1,200,000",3 bds2 ba- House for sale
"8 Prospect Way, Whitby, ON L1N 0L4","C$679,900",3 bds3 ba- Townhouse for sale
"47 Scott St, Whitby, ON L1N 3L2","C$1,200,000",4 bds3 ba- House for sale
"28 Melborne Ct, Whitby, ON L1R 1S2","C$669,900",3 bds2 ba- House for sale
"198 Melissa Cres, Whitby, ON L1N 8G7","C$824,900",3 bds4 ba- House for sale
"6 Ian Fleming Cres, Whitby, ON L1R 2E2","C$800,000",3 bds3 ba- House for sale
"110 Sonley Dr, Whitby, ON L1R 3R4","C$999,000",4 bds3 ba- House for sale
"53 Norista St, Whitby, ON L1R 3R4","C$889,800",4 bds3 ba- House for sale
"11 Ipswich Pl, Whitby, ON L1M 2K2","C$999,999",4 bds4 ba- House for sale
"69 Janedale Cres, Whitby, ON L1N 6Z5","C$699,900",3 bds2 ba- House for sale
"43 Mildenhall Pl, Whitby, ON L1M 0E5","C$799,900",4 bds3 ba- House for sale
"64 Stratton Cres, Whitby, ON L1R 1V5","C$949,000",4 bds4 ba- House for sale
"5 Michael Blvd #17, Whitby, ON L1N 5P4","C$499,900",4 bds2 ba- Townhouse for sale
"24 Magpie Way, Whitby, ON L1N 0K7","C$699,999",3 bds4 ba- Townhouse for sale
"29 Mac Carl Cres, Whitby, ON L1R 2T6","C$1,260,000",6 bds4 ba- House for sale
"132 Melissa Cres, Whitby, ON L1N 8G2","C$749,900",2 bds3 ba- House for sale
"622 Sugar Maple Cres, Whitby, ON L1N 7V8","C$649,999",3 bds3 ba- House for sale
"32 Bettina Pl, Whitby, ON L1R 0E9","C$799,888",3 bds3 ba- House for sale
"61 Seaboard Gate, Whitby, ON L1N 9P2","C$949,649",4 bds3 ba- House for sale
"133 Baycliffe Dr, Whitby, ON L1P 1V5","C$949,900","4 bds3 ba1,900 sqft- House for sale"
"38 Kantium Way, Whitby, ON L1N 0L4","C$699,900",3 bds4 ba- Townhouse for sale
"14 Bexley Cres, Whitby, ON L1M 2C7","C$680,000",3 bds2 ba- Townhouse for sale
"52 Evergreen Dr, Whitby, ON L1N 6N6","C$949,000",3 bds3 ba- House for sale
"233 Willowbrook Dr, Whitby, ON L1R 2Z1","C$749,900",4 bds4 ba- House for sale
"104 Coho Dr, Whitby, ON L1P 0E6","C$788,000",3 bds3 ba- Townhouse for sale
"10 Bassett Blvd #56, Whitby, ON L1N 9C3","C$679,900",3 bds2 ba- Townhouse for sale
"5 Morningstar Ave, Whitby, ON L1R 0H6","C$1,297,000",4 bds4 ba- House for sale
"1020 Dunsley Way #1, Whitby, ON L1N 0L5","C$599,888",3 bds2 ba- Townhouse for sale
"21 Nieuwendyk St, Whitby, ON L1P 1W5","C$998,000",5 bds3 ba- House for sale
"47 Latchford Way, Whitby, ON L1N 0G2","C$649,900",3 bds3 ba- Townhouse for sale
"1040 Elton Way #10, Whitby, ON L1N 0L3","C$649,000",3 bds3 ba- Townhouse for sale
"52 Juneau Cres, Whitby, ON L1R 3A3","C$729,000",3 bds4 ba- House for sale
"Kendalwood A Plan, Ivy Ridge","C$989,990+","4 bds4 ba3,204 sqft- New construction"
"711 Rossland Rd E #202, Whitby, ON L1N 8Z1","C$360,000",1 bd1 ba- Condo for sale
"Belmont B Plan, Ivy Ridge","C$959,990+","3 bds3 ba2,727 sqft- New construction"
"16 Heaver Dr, Whitby, ON L1N 8X2","C$739,000",3 bds4 ba- House for sale
"Leith D Plan, Ivy Ridge","C$879,990+","4 bds3 ba2,164 sqft- New construction"
"27 Southwell Ave, Whitby, ON L1P 1N4","C$1,175,000",4 bds4 ba- House for sale
"47 Salmon Way, Whitby, ON L1N 9M8","C$629,999",4 bds2 ba- Condo for sale
"10 Christine Elliot Ave, Whitby, ON L1P 0B9","C$1,090,000",4 bds4 ba- House for sale
"149 Kirkland Pl, Whitby, ON L1P 1X2","C$699,000",3 bds3 ba- House for sale
"3 Visser Ct, Whitby, ON L1N 9A6","C$788,000",4 bds2 ba- House for sale
"112 Michael Blvd, Whitby, ON L1N 5V9","C$899,900",3 bds2 ba- House for sale
"5 Charest Pl, Whitby, ON L1M 2B1","C$899,000",3 bds3 ba- House for sale
"120 Hunter St, Whitby, ON L1N 2H1","C$2,300,000","10 bds8 ba6,098 sqft- House for sale"
"15 Northcastle Cres, Whitby, ON L1M 0H8","C$1,100,000",4 bds5 ba- House for sale
"41 Pine Gate Pl, Whitby, ON L1R 2M6","C$849,900",4 bds3 ba- House for sale
"843 White Ash Dr, Whitby, ON L1N 7L8","C$890,000",3 bds3 ba- House for sale
"Rosemount D Plan, Ivy Ridge","C$934,990+","4 bds3 ba2,617 sqft- New construction"
"126 Zachary Pl, Whitby, ON L1M 1E2","C$779,900",3 bds3 ba- Townhouse for sale
"8 Owen Ct, Whitby, ON L1N 6E7","C$888,000",4 bds3 ba- House for sale
"20 Micklefield Ave, Whitby, ON L1P 0C3","C$1,388,800",4 bds6 ba- House for sale
"17 Barnabas St, Whitby, ON L1R 0H6","C$999,999",4 bds4 ba- House for sale
"17 Prospect Way, Whitby, ON L1N 0L4","C$769,000",3 bds4 ba- House for sale
"136 Underwood Dr, Whitby, ON L1M 0K9","C$699,000",3 bds3 ba- House for sale
"806 Henry St, Whitby, ON L1N 5E3","C$1,049,000",3 bds4 ba- House for sale
"Welton A Plan, Ivy Ridge","C$929,990+","4 bds4 ba2,699 sqft- New construction"
"6 Tom Edwards Dr, Whitby, ON L1R 2R4","C$1,088,000",5 bds4 ba- House for sale
"Laverick A Plan, Ivy Ridge","C$1,029,990+","4 bds4 ba3,002 sqft- New construction"
"7 Houghton Ct, Whitby, ON L1N 8G9","C$899,900",3 bds4 ba- House for sale
"59 Marcel Brunelle Dr, Whitby, ON L1P 0G6","C$1,310,000",4 bds4 ba- House for sale
"2 Muir Cres, Whitby, ON L1P 1B6","C$850,000",3 bds2 ba- House for sale
"Havelock D Plan, Ivy Ridge","C$864,990+","2 bds3 ba1,949 sqft- New construction"
"190 Westfield Dr, Whitby, ON L1P 0G2","C$1,029,900",4 bds3 ba- House for sale
"Tinsley D Plan, Ivy Ridge","C$1,074,990+","4 bds4 ba3,564 sqft- New construction"
"25 Glenmount Ct, Whitby, ON L1N 5M7","C$800,000",3 bds3 ba- House for sale
"Tinsley A Plan, Ivy Ridge","C$1,059,990+","4 bds4 ba3,549 sqft- New construction"
"10 Seaboard Gate, Whitby, ON L1N 9P7","C$1,099,900",2 bds3 ba- House for sale
"Lockton A Plan, Ivy Ridge","C$1,039,990+","4 bds4 ba3,067 sqft- New construction"
"75 Wimbledon Ct, Whitby, ON L1P 0B7","C$1,149,000",4 bds3 ba- House for sale
"87 Donald Fleming Way #1, Whitby, ON L1R 0N8","C$789,999",3 bds3 ba- Townhouse for sale
"Saxon D Plan, Ivy Ridge","C$944,990+","4 bds3 ba2,504 sqft- New construction"
"Argyle D Plan, Ivy Ridge","C$909,990+","2 bds3 ba1,696 sqft- New construction"
"Summerfield D Plan, Ivy Ridge","C$1,099,990+","4 bds4 ba3,591 sqft- New construction"
"Clevedon A Plan, Ivy Ridge","C$819,990+","3 bds3 ba1,709 sqft- New construction"
"8875 Baldwin St N, Whitby, ON L0B 1A0","C$1,099,999",3 bds2 ba- House for sale
"387 Prince Of Wales Dr, Whitby, ON L1N 6P3","C$675,000",2 bds2 ba- House for sale
"13 Bluegill Cres, Whitby, ON L1P 0E4","C$799,000",3 bds3 ba- Townhouse for sale
"Ripley B Plan, Ivy Ridge","C$899,990+","3 bds3 ba2,428 sqft- New construction"
"24 Donald Fleming Way, Whitby, ON L1R 0N8","C$789,000",3 bds3 ba- Condo for sale
"65 Wetherburn Dr, Whitby, ON L1P 1M8","C$1,499,900",5 bds4 ba- House for sale
"The Landing At Whitby Harbour, Whitby, ON L1N 1B9","C$460,000",Studio-- ba- Condo for sale
"55 Kantium Way, Whitby, ON L1N 0L4","C$789,900",3 bds3 ba- Townhouse for sale
"112 Braebrook Dr, Whitby, ON L1R 0M9","C$899,000",4 bds3 ba- House for sale
"Wentworth D Plan, Ivy Ridge","C$1,100,990+","4 bds4 ba3,688 sqft- New construction"
"Kendalwood D Plan, Ivy Ridge","C$995,990+","4 bds4 ba3,205 sqft- New construction"
"44 Elder Cres, Whitby, ON L1M 2H7","C$1,099,900",4 bds4 ba- House for sale
"Welton D Plan, Ivy Ridge","C$944,990+","4 bds4 ba2,701 sqft- New construction"
"LOT 258 Ogston Cres, Whitby, ON L1P 0H2","C$1,349,000",4 bds4 ba- House for sale
"4 Lyndhurst Cres, Whitby, ON L1R 1E4","C$1,750,000",5 bds5 ba- House for sale
"Summerfield B Plan, Ivy Ridge","C$1,074,990+","4 bds4 ba3,618 sqft- New construction"
"Highbury Gdns, Whitby, ON L1N 2J4","C$930,000",Studio-- ba- House for sale
"Lyndebrook B Plan, Ivy Ridge","C$1,022,990+","4 bds4 ba3,467 sqft- New construction"
"Lockton D Plan, Ivy Ridge","C$1,064,990+","4 bds4 ba3,054 sqft- New construction"
"8 Emmett Pl, Whitby, ON L1R 2B4","C$1,199,000",4 bds4 ba- House for sale
"Oakley A Plan, Ivy Ridge","C$895,990+","4 bds3 ba2,374 sqft- New construction"
"19 Shepherd Rd, Whitby, ON L1M 1G8","C$1,899,000",7 bds5 ba- House for sale
"Micklebe B Plan, Ivy Ridge","C$1,059,990+","4 bds4 ba3,265 sqft- New construction"
"Winchester D Plan, Ivy Ridge","C$986,990+","4 bds4 ba2,998 sqft- New construction"
"Brookside B Plan, Ivy Ridge","C$804,990+","2 bds2 ba1,337 sqft- New construction"
"Belmont D Plan, Ivy Ridge","C$969,990+","3 bds3 ba2,691 sqft- New construction"
"Welton B Plan, Ivy Ridge","C$929,990+","4 bds4 ba2,692 sqft- New construction"
"Tinsley B Plan, Ivy Ridge","C$1,069,990+","4 bds4 ba3,562 sqft- New construction"
"Drake A Plan, Ivy Ridge","C$1,014,990+","4 bds4 ba2,794 sqft- New construction"
"Leith A Plan, Ivy Ridge","C$869,990+","2 bds3 ba2,173 sqft- New construction"
